  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    37980.00        433       -22.67726          -0.1966236E-05       -376.0732    
    37980.00        619       -29.67652          -0.2135142E-05       -376.0905    
    38160.00         38        8.282450          -0.1650000E-09       -377.9017    
    38160.00        105        11.50142          -0.1409948E-09       -377.8849    
    38160.00        281       -9.174820          -0.4507247E-05       -377.8350    
    38160.00        433       -17.59444          -0.1966236E-05       -377.8728    
    38160.00        619       -31.08582          -0.2135142E-05       -377.8904    
    38340.00         38        14.43931          -0.1650000E-09       -379.7018    
    38340.00        105        11.20087          -0.1409948E-09       -379.6848    
    38340.00        281       -15.06879          -0.4507247E-05       -379.6340    
    38340.00        433       -22.72433          -0.1966236E-05       -379.6724    
    38340.00        619       -29.72921          -0.2135142E-05       -379.6903    
    38520.00         38        8.437587          -0.1650000E-09       -381.5018    
    38520.00        105        11.69238          -0.1409948E-09       -381.4846    
    38520.00        281       -9.370702          -0.4507247E-05       -381.4330    
    38520.00        433       -18.13568          -0.1966236E-05       -381.4721    
    38520.00        619       -31.79338          -0.2135142E-05       -381.4902    
    38700.00         38        14.28533          -0.1650000E-09       -383.3018    
    38700.00        105        11.01498          -0.1409948E-09       -383.2844    
    38700.00        281       -15.29411          -0.4507247E-05       -383.2321    
    38700.00        433       -22.75937          -0.1966236E-05       -383.2717    
    38700.00        619       -29.80390          -0.2135142E-05       -383.2900    
    38880.00         38        8.590398          -0.1650000E-09       -385.1019    
    38880.00        105        11.87326          -0.1409948E-09       -385.0842    
    38880.00        281       -9.588807          -0.4507247E-05       -385.0311    
    38880.00        433       -18.68702          -0.1966236E-05       -385.0714    
    38880.00        619       -32.47735          -0.2135142E-05       -385.0898    
    39060.00         38        14.13367          -0.1650000E-09       -386.9019    
    39060.00        105        10.83902          -0.1409948E-09       -386.8840    
    39060.00        281       -15.49825          -0.4507247E-05       -386.8302    
    39060.00        433       -22.78612          -0.1966236E-05       -386.8711    
    39060.00        619       -29.90355          -0.2135142E-05       -386.8897    
    39240.00         38        8.740906          -0.1650000E-09       -388.7019    
    39240.00        105        12.04435          -0.1409948E-09       -388.6838    
    39240.00        281       -9.827031          -0.4507247E-05       -388.6292    
    39240.00        433       -19.24491          -0.1966236E-05       -388.6707    
    39240.00        619       -33.13517          -0.2135142E-05       -388.6896    
    39420.00         38        13.98431          -0.1650000E-09       -390.5020    
    39420.00        105        10.67271          -0.1409948E-09       -390.4836    
    39420.00        281       -15.68328          -0.4507247E-05       -390.4281    
    39420.00        433       -22.80794          -0.1966236E-05       -390.4704    
    39420.00        619       -30.03036          -0.2135142E-05       -390.4895    
    39600.00         38        8.889132          -0.1650000E-09       -392.3020    
    39600.00        105        12.20592          -0.1409948E-09       -392.2833    
    39600.00        281       -10.08339          -0.4507247E-05       -392.2271    
    39600.00        433       -19.80619          -0.1966236E-05       -392.2700    
    39600.00        619       -33.76495          -0.2135142E-05       -392.2893    
    39780.00         38        13.83721          -0.1650000E-09       -394.1021    
    39780.00        105        10.51578          -0.1409948E-09       -394.0832    
    39780.00        281       -15.85111          -0.4507247E-05       -394.0261    
    39780.00        433       -22.82782          -0.1966236E-05       -394.0697    
    39780.00        619       -30.18591          -0.2135142E-05       -394.0891    
    39960.00         38        9.035098          -0.1650000E-09       -395.9021    
    39960.00        105        12.35825          -0.1409948E-09       -395.8830    
    39960.00        281       -10.35601          -0.4507247E-05       -395.8250    
    39960.00        433       -20.36802          -0.1966236E-05       -395.8693    
    39960.00        619       -34.36542          -0.2135142E-05       -395.8889    
    40140.00         38        13.69236          -0.1650000E-09       -397.7021    
    40140.00        105        10.36796          -0.1409948E-09       -397.6828    
    40140.00        281       -16.00355          -0.4507247E-05       -397.6240    
    40140.00        433       -22.84844          -0.1966236E-05       -397.6689    
    40140.00        619       -30.37118          -0.2135142E-05       -397.6887    
    40320.00         38        9.178824          -0.1650000E-09       -399.5021    
    40320.00        105        12.50161          -0.1409948E-09       -399.4826    
    40320.00        281       -10.64315          -0.4507247E-05       -399.4229    
    40320.00        433       -20.92788          -0.1966236E-05       -399.4685    
    40320.00        619       -34.93584          -0.2135142E-05       -399.4886    
    40500.00         38        13.54974          -0.1650000E-09       -401.3022    
    40500.00        105        10.22898          -0.1409948E-09       -401.2824    
    40500.00        281       -16.14231          -0.4507247E-05       -401.2219    
    40500.00        433       -22.87216          -0.1966236E-05       -401.2681    
    40500.00        619       -30.58670          -0.2135142E-05       -401.2884    
    40680.00         38        9.320332          -0.1650000E-09       -403.1022    
    40680.00        105        12.63626          -0.1409948E-09       -403.0821    
    40680.00        281       -10.94314          -0.4507247E-05       -403.0207    
    40680.00        433       -21.48356          -0.1966236E-05       -403.0677    
    40680.00        619       -35.47592          -0.2135142E-05       -403.0883    
    40860.00         38        13.40933          -0.1650000E-09       -404.9023    
    40860.00        105        10.09859          -0.1409948E-09       -404.8819    
    40860.00        281       -16.26900          -0.4507247E-05       -404.8196    
    40860.00        433       -22.90105          -0.1966236E-05       -404.8673    
